question,wrong_choices,correct_answer
"Choose analogous pair: Magazine : Periodical","Gun : Soldier, Harvesting : Agriculture, Truck : Transport","Pun : Joke"
"Choose analogous pair: Light : Darkness","Anger : Friendship, Sanity : Madness, Medicine : Patient","Education : Illiteracy"
"Choose analogous pair: Humanitarian : Altruistic","Artist : Imitative, Idealist : Cynical, Guest : Rude","Host : Hospitable"
"Choose analogous pair: Restaurant : Menu","Journal : Newspaper, Book : Encyclopaedia, College : Account","Library : Catalogue"
"Choose analogous pair: Calligraphy : Writing","Music : Song, Drama : Prose, Chapter : Stanza","Lyric : Poem"
"Choose analogous pair: Dubious : Indisputable","Slander : Libel, Painful : Tormenting, Perspicacious : Tenacity","Avaricious : Generous"
"Choose analogous pair: Chocolate : Sugar","Egg : Yolk, Road : Traffic, Milk : Cream","Building : Cement"
"Choose analogous pair: Sound : Muffled","Moisture : Humid, Despair : Anger, Odour : Pungent","Colour : Faded"
"Choose analogous pair: Traitor : Disloyalty","Executioner : Reliability, Manager : Administration, Hope : Pessimism","Rebel : Defiance"
"Choose analogous pair: Symphony : Music","Ode : Prose, Preface : Book, Editorial : Journal","Mural : Painting"
"Choose analogous pair: Low : Cattle","Sheep : Beef, Gaggle : Chicken, Flock : Goat","Grunt : Hogs"
"Choose analogous pair: Arrows : Quiver","Fear : Tremble, Sound : Music, Coin : Mint","Money : Bank"
"Choose analogous pair: Wrestler : Arena","Cricket : Pitch, Ring : Finger, Assistant : Clerk","Farmer : Field"
"Choose analogous pair: Cool : Cold","Length : Width, Gold : Bourne, Plant : Tree","Pretty : Beautiful"
"Choose analogous pair: Shoes : Cobbler","Education : Teacher, Oxygen : Plant, Food : Kitchen","Spectacles : Optician"
"Choose analogous pair: Modesty : Arrogance","Passion : Emotion, Practice : Perfection, Cause : Purpose","Dedility : Strength"
"Choose analogous pair: Textile : Mill","Eggs : Hen, Coal : Mine, Food : Agriculture","Brick : Kiln"
"Choose analogous pair: Teeth : Dentist","Legs : Philanthropist, Operation : Surgeon, Sight : Spectator","Eyes : Oculist"
"Choose analogous pair: Spring : Summer","Fight : Battle, Stagger : Walk, Read : Learn","Adolescence : Youth"
"Choose analogous pair: Revolver : Holster","Eye : Eyelid, Juice : Glass, Nostril : Nose","Book : Bag"
"Choose analogous pair: Chair : Carpenter","Grass : Gardener, Medicine : Doctor, Radio : Radiologist","Bridge : Engineer"
"Choose analogous pair: Range : Mountain","Point : Line, Bouquet : Flower, School : Class","String : Bead"
"Choose analogous pair: Implicate : Incriminate","Involvement : Malpractice, Embezzlement : Charge, Perjury : Fraud","Exonerate : Acquit"
"Choose analogous pair: Friendly : Inimical","Lithosphere : Hydrosphere, Abstain : Refrain, Disappointment : Embarrassment","Condemnation : Approval"
"Choose analogous pair: Branch : Tree","Bulb : Filament, Clothes : Cupboard, Water : Tap","Crest : Wave"
"Choose analogous pair: Ecstasy : Pleasure","Hatred : Affection, Joy : Grief, Mumble : Speak","Rage : Anger"
"Choose analogous pair: Necromancy : Ghosts","Romance : Stories, Magic : Amulets, Alchemy : Gold","Sorcery : Spirits"
"Choose analogous pair: Sigh : Relief","Tear : Joy, Carelessness : Accident, Sweat : Hot","Trembling : Fear"
"Choose analogous pair: Weight : Kilogram","Seconds : Hours, Bushel : Corn, Mile : Length","Distance : Kilometer"
"Choose analogous pair: Necessity : Invention","Nation : Citizens, Price : Commodity, Language : Conversation","Curiosity : Knowledge"
"Choose analogous pair: Meadow. : Sheep","Stable : Horse, Hay : Insect, Grass : Grasshopper","Pasture : Cattle"
"Choose analogous pair: Identity : Anonymity","Careless : Mistake, Truth : Lie, Fear : Joy","Flaw : Perfection"
"Choose analogous pair: Pen : Nib","Book : Knowledge, Radio : Transistor, Nut : Bolt","Sword : Blade"
"Choose analogous pair: Explosion : Destruction","Talk : Exaggeration, Girl : Woman, Success : Failure","Engagement : Marriage"
"Choose analogous pair: Sonnet : Poem","Ballad : Stanza, Chapter : Book, Lie : Falsehood","Murder : Crime"
"Choose analogous pair: Paper : Ream","Books : Pile, Twigs : Bush, Food : Packet","Eggs : Dozen"
"Choose analogous pair: Platform : Train","Aeroplane : Aerodrome, Hotel : Tourist, Footpath : Traveller","Quay : Ship"
"Choose analogous pair: Sadist : Injury","Opportunist : Generosity, Priest : Church, Dentist : Teeth","Thief : Robbery"
"Choose analogous pair: Practice : Perfection","Run : Jump, Examination : Qualification, Medicine : Treatment","Perseverance : Achievement"
"Choose analogous pair: Dog : Kennel","Horse : Carriage, Sheep : Flock, Sports : Stadium","Cow : Barn"
"Choose analogous pair: Hillock : Mountain","Hare : Animal, Ant : Elephant, Grass : Tree","Bush : Forest"
"Choose analogous pair: Partridge : Covery","Directors : Band, Mountain : Range, Sheep : Swarm","Goods : Consignment"
"Choose analogous pair: Fish : Aquarium","Teacher : Hostel, Bird : Nest, Child : School","Bee : Apiary"
"Choose analogous pair: House : Ceiling","Building : Floor, Bed : Bedsheet, Grapes : Wine","Hut : Roof"
"Choose analogous pair: Sprain : Fracture","Devotion : Blessing, Sleep : Dream, Fever : Malaria","Excitement : Frenzy"
"Choose analogous pair: Indra : Rainfall","Shiv : Creation, Shakespeare : Drama, Venus : War","Cupid : Love"
"Choose analogous pair: Staircase : Banisters","Train : Tracks, Auditorium : Seats, Cinema : Screen","Deck : Railings"
"Choose analogous pair: Energy : Dissipate","Atom : Explosion, Power : Generator, Battery : Charge","Money : Squander"
"Choose analogous pair: Judge : Adjudicate","Researcher : Emendate, Appellant : Implore, Advocate : Jury","Mediator : Reconcile"
"Choose analogous pair: Embarrass : Humiliate","Enquire : Ask, Embezzle : Peculate, Gamble : Investment","Annoy : Exasperate"
"Choose analogous pair: Thanks : Gratitude","Courtesy : Manners, Salutation : Flag, Trial : Error","Protest : Resentment"
"Choose analogous pair: Cattle : Drove","Soldier : Crew, Grain : Bundle, Bees : Heap","Chicken : Brood"
"Choose analogous pair: Traffic : Road","Aeroplane : Aerodrome, Roots : Tree, Car : Garage","Blood : Veins"
"Choose analogous pair: Fox : Cunning","Cat : Playful, Horse : Runner, Vixen : Cute","Ant : Industrious"
"Choose analogous pair: Cloth : Texture","Body : Weigh, Silk : Cloth, Ornaments : Gold","Wood : Grains"
"Choose analogous pair: Stare : Glance","Confide : Tell, Hunt : Stalk, Step : Walk","Gulp : Sip"
"Choose analogous pair: Crown : Royal","Throne : Regal, Wrap : Ermine, Pen : Author","Crucifix : Religion"
"Choose analogous pair: Pesticied : Plant","Injection : Disease, Medicine : Cure, Teacher : Student","Vaccination : Body"
"Choose analogous pair: Canvas : Painter","Leather : Shoe, Chisel : Wood, Hammer : Carpenter","Marble : Sculptor"
"Choose analogous pair: Fish : Shoal","Whale : Herd, Elephant : Flock, Audience : Theatre","Shark : School"
"Choose analogous pair: Theft : Confess","Fight : Dare, Murder : Commit, Mistake : Agree","Fault : Admit"
"Choose analogous pair: Chaff : Wheat","Bone : Flesh, Blood : Vein, Rubbish : House","Dregs : Wine"
"Choose analogous pair: Shield : Soldier","Law : Court, Stethoscope : Doctor, Book : Rider","Helmet : Rider"
"Choose analogous pair: Balance : Weigh","Aeroplane : Height, Satellite : Revolution, Television : Picture","Radar : Detection"
"Choose analogous pair: Cereals : Grit","Dal : Pulses, Milk : Sugar, Haldi : Turmeric","Pulses : Metanil"
"Choose analogous pair: Cat : Mouse","Horse : Stable, Trap : Cheese, Lion : Cage","Bird : Worm"
"Choose analogous pair: Teeth : Chew","Sweater : Heat, Food : Taste, Eyes : Flicker","Mind : Think"
"Choose analogous pair: Triangle : Hexagon","Cone : Sphere, Pentagon : Heptagon, Angle : Quadrilateral","Rectangle : Octagon"
"Choose analogous pair: Dusk : Night","Afternoon : Evening, Walk : Run, Day : Light","Infant : Child"
"Choose analogous pair: Crache : Infants","School : Pupils, Deck : Sailors, Cottage : Beggar","Bedlam : Lunatics"
"Choose analogous pair: Badminton : Court","Hockey : Stick, Cricket : Bat, Football : Goal","Skating : Rink"
"Choose analogous pair: Curtain : Drapery","Bedsheet : Bed, Pillow : Cushion, Mat : Floor","Cockroach : Insect"
"Choose analogous pair: Birds : Aves","Fish : Water, Whale : Fish, Lizard : Insect","Man : Homo sapiens"
"Choose analogous pair: Elevated : Exalted","Disorderly : Unfaithful, Raise : Commensurate, Promoted : Excellence","Dirty : Filthy"
"Choose analogous pair: Cells : Cytology","Worms : Ornithology, Diseases : Physiology, Tissues : Morphology","Insects : Entomology"
"Choose analogous pair: Yawn : Boredom","Anger : Madness, Dream : Sleep, Impatience : Rebellion","Smile : Amusement"
"Choose analogous pair: Surgeon : Scalpel","Musician : Instrument, Carpenter : Cabinet, Baker : Oven","Sculptor : Chisel"
"Choose analogous pair: Train : Track","Idea : Brain, Water : Boat, Fame : Television","Bullet : Barrel"
"Choose analogous pair: Knife : Chopper","Walking : Fitness, Swim : Float, Scissors : Cloth","Quilt : Blanket"
"Choose analogous pair: Defunct : Life","Orderly : Pattern, Arid : Desert, Obese : Weight","Stagnant : Motion"
"Choose analogous pair: Embroider : Cloth","Patch : Quilt, Stain : Glass, Carve : Knife","Chase : Metal"
"Choose analogous pair: Agenda : Meeting","Performance : Ticket, Map : Scale, Footnote : Article","Programme : Function"
"Choose analogous pair: Numismatist : Coins","Jeweller : Jewels, Cartographer : Maps, Geneticist : Chromosomes","Philatelist : Stamps"
"Amorphousness is to Definition as Lassitude is to ___________?","Awareness, Uniformity, Companionship","Energy"
"Sweet is to Chocolate as Book is to __________?","Dictionary, Library, Atlas","Encyclopaedia"
"Trumpet is to Band as Knife is to ___________?","Fork, Metal, Cut","Cutlery"
"Water is to Oxygen as Salt is to ___________?","Iron, Calcium, Proteins","Sodium"
"Tempest is to Storm as Slim is to ___________?","Fat, Plump, Beautiful","Slender"
"Aluminium is to Bauxite as Iron is to __________?","Pyrite, Magnesite, Pyrolusite","Haematite"
"Prairies is to North America as Downs is to __________?","Europe, Africa, India","Australia"
"Preface to Book as Overture is to __________?","Ballad, Novel, Symphony","Opera"
"Triff is to Battle as Frugal is to ____________?","Sprint, Vague, Vital","Miserly"
"Truthfulness is to Liar as Loyalty is to ___________?","Worker, Diligent, Faithful","Traitor"
"Buffalo is to Leather as Llama is to ___________?","Wool, Meat, Fur","Silk"
"Kilometre is to Distance as Poundal is to __________?","Density, Acceleration, Momentum","Force"
"Chopper is to Meat as Spanner is to ___________?","Vegetables, Cakes, Flesh","Nuts"
"Exculpate is to Acquit as Precise is to _________?","Concise, Conceal, Brief","Particular"
"Liquid is to Fluidity as Comedian is to _________?","Ridicule, Solemnity, Companion","Humour"
"Memorise is to Amnesia as Movement is to ___________?","Lubrication, Lethargy, Hermit","Paralysis"
"Zinc is to Galvanisation as Nickel is to _________?","Aircraft, Corrosion, Filament","Electroplating"
"Article is to Magazine as Sloka is to __________?","Ascetic, Recite, Book","Veda"
"Infra is to Heat as Ultraviolet is to __________?","Blisters, Mutation, Ozone","Cancer"
"Magnalium is to Aluminium as Brass is to _________?","Lead, Magnesium, Iron","Copper"
"Sulphur is to Vulcanisation as Chlorine is to ____________?","Extraction, Metallurgy, Allotropy","Bleaching"
"Christians is to Burial as Hindus is to __________?","Murder, Execution, Burn","Cremation"
"Food is to Fad as Religion is to ___________?","Crucification, Notion, Mythology","Superstition"
"Exercise is to Obesity as Water is to __________?","Alcohol, Drink, Purity","Thirst"
"Hear is to Deaf as Speak is to ___________?","Quiet, Silent, Mumb","Dumb"
"Ladies is to Purse as Gents is to __________?","Bag, Pocket, Case","Wallet"
"Burma is to Pagodas as Pakistan is to __________?","Rivers, Agriculture, Dams","Canals"
"Orange is to Peel as Tooth is to _________?","Gums, Clove, Joints","Enamel"
"Bhakra is to Sutlej as Aswan is to _________?","Indus, Damodar, Volga","Nile"
"Insomnia is to Lead as Minamata is to _________?","Tobacco, Alcohol, Chromium","Mercury"
"Venus is to Earth as Mercury is to ________?","Pluto, Mars, Moon","Sun"
"Sparrow is to Seed as Silkworm is to __________?","Silk, Maple, Pine","Mulberry"
"If ”you have a finger in the pie”, you are _________ in something.","Interested, Puzzled, None of these","Involved"
"The idiom “To keeps one’s temper” means:","To become hungry, T0 preserve ones energy, To be aloof from","To be in good mood"
"Algae is to Water as Virus is to?","Man, Surroundings, Soil","Host"
"Cattle is to Fodder as Fish is to?","Hay, Insects, Feed","Plankton"
"Latex is to Rubber as Flax is to?","Wool, Jute, Cotton","Linen"
"Alienation is to Enstrangement as Paranoia is to?","Inhibition, Behaviour, Ego","Persecution"
"Book is to Publisher as Film is to?","Writer, Editor, Director","Producer"
"Infestation is to Food as Infection is to?","Germs, Diseases, Microbes","Body"
"Ploughing is to Aeration as Manuring is to?","Fertile, Earthing, Agriculture","Replenishment"
"Insulin is to Hormone as Trypsin is to?","Juice, Liver, Digestion","Enzyme"
"Chapati is to Cook as Meat is to?","Boil, Fry, Bake","Roast"
"Milk is to Water as Ghee is to?","Mustard Oil, Argemome, Cream","Vanaspati"
"Aseel is to Poultry as Salmon is to?","Cow, Camal, Horse","Fish"
"Steel is to Bokaro as Hosiery is to?","Madras, Patna, Vishakhapatnam","Ludhiana"
"Denigrade is to Devalue as Upgrade is to?","Revalue, Praise, Demote","Promote"
"Hygrometer is to Humidity as Sphygmomanometer is to?","Pressure, Precipitation, Heart Beat","Blood Pressure"
"Amaranthus is to Weed as Bordeaux is to?","Insecticide, Weedicide, Germicide","Fungicide"
"Rickets is to Children as Osteomalacia is to?","Infants, Mother, Old","Adults"
"Pineapple is to Jelly as Tomato is to ?","Jam, Squash, Pickles","Pury"
"Constitution is to Amendment as Book is to?","Contents, Preface, Acknowledgement","Errata"
"Lotus is related to Cuticle in the same way as Fish is related to?","Gills, Tail, Wings","Scales"
"Boat is related to Sails in the same way as Balloon is related to?","Rope, Nylon, Rubber","Hot Air"
"Kindle is related to Burn in the same way as Angry is related to ……","Annoyed, Determined, Resentful","Furious"
"Topeworm is related to Taeniasis in the same way as Plasmodium is related to?","Constipation, Diptheria, Diarrhoea","Malaria"
"Clue is related to Mystery in the same way as Warning is related to?","Disaster, Precaution, Risk","Danger"
"Vitro is related to Glass in the same way as Ligno is related to?","Marble, Metal, Rock","Wood"
"Leaf is related to Sap in the same way as Bone is related to?","Fluid, Blood, Calcium","Marrow"
"What is related to Lapse in the same way as Session is related to?","Leave, Permit, Agency","Policy"
"Chlorophyll is related to Chloroplast in the same way as Vulture is related to?","Flesh, Wings, Air","Bird"
"Waves is related to Air in the same way as Ripples is related to?","Wind, Storm, Smoke","Water"
"Rung is related to Ladder in the same way as Twig is related to?","Leaf, Flower, Bud","Tree"
"England is related to Ocean in the same way as Greenland is related to?","Pacific Ocean, Atlantic Ocean, Antarctic Ocean","Arctic Ocean"
"Leisurely is related to Unhurried in the same way as Tardy is related to?","Dim, Dawdle, Sour","Sluggish"
"Jester is related to Fool in the same way as Larrikin is related to?","Dancer, Musician, Saint","Hooligan"
"Joule is related to Energy in the same way as Pascal is related to?","Volume, Density, Purity","Pressure"
"Much is related to Many in the same way as Measure is related to?","Weigh, Measures, Calculate","Count"
"Afghanistan is related to Kabul in the same way as Austria is related to?","Airana, Tirana, None of these","Vienna"
"Grain is related to Granary in the same way as Curios is related to?","Archives, Library, Zoo","Museum"
"Orthopaedist is related to Bones in the same way as Chiropodist is related to?","Nails, Sounds, Heart","Feet"
