question,wrong_choices,correct_answer
"How many moles of H2 are added up when benzene is heated with hydrogen in the presence of platinum ?","Two, Four, Six","Three"
"Michael Faraday discovered benzene in the gas which was produced by destructive distillation of vegetable oil that is done in________________?","The presence of Oxygen, The presence of Hydrogen, The presence of excessive Oxygen","The absence of Oxygen"
"When benzene is substituted by halogens only which one of the following halogens only which one of the following halogens is given the number one position in the ring while writing the name of compound ?","Bromine, Chlorine, Fluorine","Iodine"
"How many electrons are there in benzene to form delocalized electron cloud________________?","3, 4, 8","6"
"Phenanthrene is a fused polycyclic compound contains __________ benzene rings ?","Two, Four, Five","Three"
"Addition of 2% gypsum in cement________________?","Triggers hydration, Triggers hydrolysis, all of the above","Prevents rapid hardening"
"Which one can form complex ?","Na, Cr, K","Li"
"Second ionization potential of alkali metals are very high due to_______________?","being s-block elements, ns1 electronic configuration, being metals","inert gas configurations"
"Magnesium metal does not burn in the vessel containing_______________?","N2, O2, N2 and O2","Ne"
"Sodium is not observed in +2 oxidation state because of its__________________?","high first ionization potential, high ionic radius, high electronegativity","high second ioniation potential"
"Which one of the following pairs shown diagonal relationship in the periodic table ?","Sodium and Lithium, Lithium and beryllium, Boron and Beryllium","Lithium and magnesium"
"Which one of the following alkali metals forms only normal oxide when it reacts with O2 ?","Sodium, Potassium, Rubidium","Lithium"
"Gypsum is applied to the soil as a source of________________?","Ca and P, S and P, we could not apply","Ca and S"
"In diaphragm cell hydrogen is discharged by the reduction of__________________?","HCI, Na+, NaCl","Water"
"Which one of the following carbonate is water insoluble ?","Na2CO3, K2CO3, (NH4)2CO3","CaCO3"
"Which one of the following substances conducts electricity by the movement of ions ?","Graphite, Copper, Mercury","Molten sodium chloride"
"The ore CaSO4.H2O has the general name_______________?","Dolomite, Calcite, Plaster of Paris","Gypsum"
"Which of the following sulphates is not soluble in water ?","Sodium sulphate, Potassium sulphate, Zinc sulphate","Barium sulphate"
"Nitrates of which pair of elements give different products on thermal decomposition ?","Na K, Mg Ca, Li Ca","Li Na"
"Which element is necessary for normal leaf development ?","Si, Ba, Mg","Ca"
"The word Alkali means__________________?","Base, Basic salt, Spirit","Ashes"
"Which one is least ionic in nature and decompose on heating ?","NaOH, KOH, CsOH","LiOH"
"Which one is natron ?","Na2CO3, Na2CO3.10H2O, NaHCO3","Na2CO3.H2O"
"Which ion will have maximum value of heat of hydration ?","Cs+, Ba+, Mg+2","A1+3"
"Electrolysis of dilute solution of NaCl results at the anode_______________?","sodium, hydrogen, chlorine","oxygen"
"Carnalite has chemical formula__________________?","KCI, Na2B4O7.10H2O, CaCO3.MgCO3","KCI.MgCl2.6H2O"
"NaOH is named as caustic soda because________________?","It is used in soda water, It reacts with chlorine gas, It reacts with fats to form soap","It corrodes the organic tissues"
"First ionization potential of alkaline earth metal is greater than alkali metals because___________________?","They are more reactive, They have greater atomic radii, All","They have smaller atomic sizes"
"Alkali and alkaline earth metals impart colours when heated over burner. It is due to______________?","Smaller electronegativity of alkali metals, Smaller ionic radius of these metals, Excitation of electrons from low energy levels to higher energy levels","De-excitation of electrons from higher energy levels to low energy level"
"In diaphragm cell level of brine in anode compartment is kept slightly higher which prevents_______________?","Chlorine gas to mix, Cathode to decay, All of the above","Hydroxide ions to reach anode"
"The deliquescence is a property in which a solid____________________?","Absorbs moisture and remains solid, Loses water of crystallization, Increases the number of water of crystallization","Absorbs moisture and turns to liquid form"
"Which one of the following gives white precipitate with aqueous solution of BaCl2?","NaHCO3, NaNO3, Na2CrO4","Na2CO3"
"Crystals of Na2CO3. 10H2O when exposed to air_________________?","Gain water and remain solid, Gain water and become liquid, Remains unchanged","Lose water and remain solid"
"Ammonia may be prepared by heating ammonium chloride with_______________?","Water, NaCl, H2SO4","Aqueous sodium hydroxide"
"Downs cell is used to prepare_________________?","Sodium carbonate, Sodium bicarbonate, Sodium hydroxide","Sodium metal"
"The element cesium bears resemblance with________________?","Ca, Cr, Both of the above","None of the above"
"Which one of the following is not an alkali metal ?","Francium, Caesium, Rubidium","Radium"
"Carbonates of lithium are not stable like that of sodium due to________________?","Low electronegativity, Low charge density, Not known yet","Low electropositivity"
"Li is different from its family members due to____________________?","small size, high charge density, less electropositivity","all of the above"
"The oxides of beryllium BeO is_______________?","Acidic, Basic, Neutral","Amphoteric"
"Formula of Chile saltpetre is__________________?","CaCO3, Ba (NO3)2, NH4Cl","NaNO3"
"A elements are named as alkali metals because_______________?","Their oxides are basic, Their oxide and hydroxides are water soluble, They are found in earth","Both A & B"
"In base catalyzed reaction of carbonyl compound the catalyst___________________?","increases electrophilic character of carbonyl compound, acidic character of reagent, both a and b","increases the nucleophilic character of reagent"
"Which of the following is a symmetrical ketone___________________?","3 – hexanone, butanone, 2-pentanone","acetone"
"Which one exhibits aldol condensation____________________?","HCHO, C6H5CHO, Cl3CCHO","CH3COCH3"
"Acetaldehyele cyanohydrin on acid hydrolysis yields___________________?","Tartaric acid, Propanoic acid, Valeric acid","Lactic acid"
"Ethanal is prepared industrially by air oxidation of ethylene using palladium chloride as catalyst and _________ as promoter?","PdCl2, Cu2Cl2, PbCl2","CuCl2"
"Aldehyde and ketone have same general formula for homologous series_________________?","CnH2nO2n, CnH2n, CnH2nOn+1","CnH2nO"
"On heating aldehydes with Fehlings solution we get a precipitate whose colour is_________________?","pink, black, yellow","brick red"
"Formalin consists of mixture of formaldehyde methyl alcohol and water Percentage of water in it is________________?","60%, 50%, 8%","52%"
"Formula of haloform is_________________?","HCOX, CX4, CH3X","CHX3"
"Formaldehyde and lactose are combined to produce throat lozenges named as__________________?","lactomint, aldomint, formalactose","formamint"
"Which of the following do not give aldol condensation reactions ?","acetaldehyde, diemthyl ketone, propionaldehyde","formaldehyde"
"Which of the following reagents will react with both aldehydes and ketones ?","Tollens reagent, Fehlings reagent, Benedicts reagent","Grignard reagent"
"Which of the following reactions may be assoclated with aldehyde and ketone ?","nucleophile addition, polymerization, oxidation","all of the above"
"Acetone reacts with HCN to form a cyanohydrin. It is an example of________________?","electronphilic addition, electrophilic substitution, nucleophilic substitution","nucleophilic addition"
"Formalin is ___________ solution of formaldehyde in water?","10%, 20%, 60%","40%"
"The carbon atom of carbonyl group is__________________?","sp hybridized, cp3 hybridized, dsp2 hybridized","sp2 hybridized"
"Which of the following will have the highest boiling point ?","methanol, ethanal, propanal","hexanone"
"Iodoform test can be used to distinguish between_________________?","ethanol and methanol, acetaldehyde and methanal, acetone and diethyl ketone","all of the above"
"Cannizaros reaction takes place through the transfer of ____________________ from complex anion?","hydrogen ion, oxide ion, methoxide ion","hydride ion"
"Dry distillation of calcium acetate results in the formation of_________________?","formaldehyde, acetaldehyde, methane","acetone"
"Tetrahydroborate ion is the source of_______________?","proton, H+, both A & amp; B","H-"
"Acetal on acid hydrolysis generates__________________?","Alcohol, Ketone, None of the above","Both A & B"
"Ncleophilic addition reactions are catalysed__________________?","Acid, Base, None","Both A and B"
"Oxidation of primary alcohol gives________________?","ketone, Alkene then – COOH, Ester","Aldehyde"
"Which of the following compounds has the empirical formula CH2O and reacts with sodium hydroxide ?","carbonic acid, ethanol, methanoic acid","acetic acid"
"Which of the following will not give addition reaction with NaHSO3________________?","HCHO, CH3CHO, None of the above","CH3-CH2-CHO"
"Formaldehyde condenses with phenol in the presence of dilute H2SO4 to yield________________?","Nylon 66, urotropine, Aniline formaldehyde plastic","Bakelite"
"Which of the following is not a use of acetaldehyde ?","formation of phenolic resins, formation of mirror, antiseptic inhalant","formation of throat lozenges"
"Which of the following is not a use of formaldehyde ?","in silvery mirror, in making medicine urotropine, in making throat lozenges","in making acetic acid"
"Ketones are comparatively less reactive than aldehdye. It is due to_______________?","alkyl groups are electron donating, steric hindrance, none","Both A and B"
"Cannizzaros reaction is not given by__________________?","formaldehyde, benzaldehyde, trimethyl acetaldehyde","acetaldehyde"
"Which of the following compounds will react with Tollens reagent ?","CH3-CH-CH3, CH3-COOH, CH3-CO-CH2-CH3","CH3-CHO"
"Which of the following substances does not give iodoform test ?","acetaldehyde, ethyl alcohol, acetone","methyl alcohol"
"Which of the following reaction is not shown by ketones ?","reaction with HCN, reaction with NaHSO3, reaction with 2 4 dinitrophenyl hydrazine","reaction with Fehling solution"
"Which of the following aldehydes shows rapid reaction with sodium nitroprusside ?","formaldehyde, accetaldehyde, benzaldehyde","acetone"
"Which of the following is not an amino acids_____________________?","glumatic acid, aspartic acids, glycine","lactic acid"
"The reaction of carboxylic acids with alcohols in presence of cone. H2SO4 is called _________________?","neutralization, hydrolysis, saponification","esterification"
"Carboxylic acid on reduction with HI / phosphorous yields_________________?","alcohols, aldehydes, ketones","alkane"
"An acid with unpleasant smell_________________?","formic acid, acetic acid, propionic acid","butyric acid"
"The aliphatic monocarboxylic acids are obtained by the hydrolysis of________________?","proteins and oild, fats and proteins, all above","fats and oils"
"The formula of palmitic acid_________________?","C13H27COOH, C17H33COOH, C17H35COOH","C15H31COOH"
"The organic acid that can be made from ethanol is_________________?","Formic acid, Butanoic acid, Citric acid","Acetic acid"
"Glycine is the name of an amino acid because___________________?","Bitter taste, Shining appearance, Green colour","Sweet taste"
