question,wrong_choices,correct_answer
"Which instrument is used to measuring height above sea leve?","Hygrometer, Pyrometer, Solometer","Hypsometer"
"When WBCs greatly increased in number, they cause a disease called?","Anaemia, Haemophilia, Diarrhoea","Leukaemia"
"Highest Clouds are ___________?","Cirrocumulus, Cirrus, Cirrostratus","All of these"
"When a bullet penetrates into a target, the kinetic energy of a bullet is converted into ?","Potential energy, Heat energy, Mechanical energy","Both B&D"
"Spinal card controls all ___________?","Sexual activities, Thinking activities, none","Reflex activities"
"Caustic Soda is extensively used for making __________?","Surf, Plaster of Paris, Gum","Soap"
"The back thigh muscles are also called__________?","Gluteal, Sartorious, Deltoid","Hamstring"
"Saliva helps in the digestion of?","Proteins, Lipids, Fats","Starch"
"H5N1 virus is caused of_______?","AIDs, fever, non","Bird flu"
"Blood glucose level is raised by the following except __________?","Carbohydrates, Cholesterol, Epinephrine","Insulin"
"Enzymes are organic catalysts made up of __________?","Carbohydrates, Nucleic Acid, Fats","Proteins"
"Which among the following lens is used to correct Presbyopia?","Convex, Concave, Cylindrical","Bifocal"
"Fat is digested in which part of body?","Mouth, Large intestine, Spleen","Small intestine"
"Plant have ________ while animals lack it.","starch, protein, fat","cellulose"
"Atmospheric temperature increases at the higher altitudes due to________?","Conduction, Inversion, Radiation","Convection"
"Gold and Silver are known as _________ metals ?","Coinage metals, Noble metals, None of these","Both A & B"
"Name the famous Pakistani scientist who worked under the supervision of Albert Einstein?","Dr Abdul Qadeer, Ammar Muhammadi, Dr Abdul Salam","Riazuddin Siddiqui"
"Anti Diuretic hormone (ADH) is secreted by?","Pancreas, Thyroid, Parathyroid","Pituitary gland"
"Which of the following is used to control rods in nuclear fission?","Graphite, Heavy Water, All of these","Cadmium"
"Zika virus was named after the Zika forest of which country?","Nigeria, Angola, Zimbabwe","Uganda"
"Marble and Slate are which type of rock?","Igneous, Sedimentary, Non of These","Metamorphic"
"Cancer can be treated by ___________?","Antibiotics & vaccines, Radiotherapy & antibiotics, Antibiotics & Chemotherapy","Chemotherapy & radiotherapy"
"Which one of the following is called the Blood Bank?","Kidneys, Liver, Heart","Spleen"
"Dioptre is used to measure?","luminous intensity, power, distance of heavenly bodies","optical power"
"Coldest point in atmosphere is?","Tropopause, Exopause, None of these","Mesopause"
"An important ore of chromium is ___________?","Argon, Mirage, Diamond","Chromite"
"NASA unveils the new Moon suit, which is known formally as____________?","Spacesuit, Berkut, Non of these","Exploration Extravehicular Mobility Unit (xEMU)"
"A rocket needs the speed of _______ to escape from earth’s gravity?","22 miles per second, 15 miles per second, 12 miles per second","7 miles per second"
"Which one of the following is known as graveyard of RBCs?","Liver, Pancreas, None of these","Spleen"
"Huge cloud of gass and dust in the universe is called?","Constellation, Satellite, Meteorite","Nebula"
"Celestial body that affects tides of Ocean is?","Sun, Galaxy, Meteorites","Moon"
"Apart from Venus, which planet rotates from east to west?","Jupiter, Mars, Neptune","Uranus"
"Another name of RDX is ___________?","Cyanohydrin, Dextran, Cyclohexane","Cyclonite"
"What is the chemical name of vitamin E?","Calciferol, Riboflavin, Phylloquinone","Tocopherol"
"Heat exchanger tubes are never made of:","Plain Carbon Steel, Stainless Steel, Copper","Lead"
"Which of following is not a digestive enzyme in human body?","Pepsin, Trypsin, Ptyalin","Gastrin"
"Which body part in Human never grow?","Kidney, Liver, None of these","Pupil of eye"
"Which is the second largest component in milk?","Protein, Vitamin, None of these","Fat"
"Clotting of blood vessels is called?","Fibrosis, Agglutination, None","Thrombosis"
"Uncertainty Principle was given by?","Farady, John locke, None of these","Werner Heisenberg"
"The weight of an average human male brain is about?","1 gr, 1200 gr, 1500 gr","1350 gr"
"Garnet is a______________?","Sedimentary rock, Igneous rock, None of these","Mineral"
"Washing machine is working on the principle of?","Photoelectric effect, Electric-magnetic induction, None of these","Centrifugation"
"Our sun is classified as ?","A blue giant, Supernova, None of above","Yellow draft"
"Archeology is the branch of:","Cultural Anthropology, Biological Anthropology, None of these","Anthropology"
"Diabetes mellitus affects human system following a disorder in _____________?","Anatomy, Behaviour, Excretion","Metabolism"
"The unit of home electricity energy consumption is ?","Watt hour, Joule hour, Kilo joule hour","Killowatt hour"
"Red-green colour blindness in a man is known as:","Prolanopia, both a&b, Marfan’s syndrome","Deuteranopia"
"Sickle cell anemia is a _________?","virus disease, bacterial disease, diseases due to vitamin deficiency","Genetic disorder"
"The most suitable thermometer for measuring boiling point of water is ?","Liquid crystal thermometer, Bimetallic thermometer, Alcohol thermometer","Mercury Thermometer"
"In how many days pluto revolves around the sun _____?","88 years, 12 years, 84 years","248 years"
"Steam Turbine was introduce by ________ ?","Orwill Right, Arkwright, Alexander son","Parson"
"Hepatitis A is transmitted to various individuals by ?","Sneezing, Faeces, Spit","Water"
"For about how many hours food remains in small intestine?","12 to 25 hours, 7 to 11 hours, 24 to 48 hours","2 to 6 hours"
"One mega ohm resistance is equal to ______?","108 ohm, 107 ohm, 10-6 ohm","106 ohm"
"Myopia is a human eye disorder That can be corrected by using the lens ?","Convex, Cylindrical, Medicine","Concave"
"The chemical name of bauxite _______ ?","Aluminium Chloride, Aluminium Sulphite, None of the above","Aluminium Oxide"
"Which of the following constituents of pollutant exhaust in hazardous to man?","Carbon dioxide, Lease particles, Carbon particles","Carbon monoxide"
"The material that comes out of a volcano at the time of eruption is:","Solid and liquid, Solid and gaseous, None of these","Solid, liquid, gaseous"
"Earthquakes are caused by:","Landslide, Eruption of volcanoes, Tectonic plates","All of these"
"An important ore of chromium is ?","Argon, Mirage, Diamond","Chromite"
"Mouna Loa is an example of?","Extinct volcano, Plateau in volcanic region, None of these","Active volcano"
"Which metal known as quick silver ?","Sulphuric acid, Chromite, Quartz","Mercury"
"In what year did Galileo first use an optical telescope to study the moon?","1492, 1212, 1743","1609"
"Energy possessed by water in a dam is ?","Electrical energy, Mechanical energy, Kinetic energy","Potential energy"
"Charge carriers in a metal are electrons rather than protons because electrons are?","Smaller, Negative, All of the above","Loosely bound"
"Dioptre is used to measure ?","Luminous intensity, Power, Distance of heavenly bodies","Lens refractive power"
"Which one of the following is a bio molecule?","Formic Acid, Tartic Acid, Glutaric Acid","Glutamic Acid"
"Patela is a bone of the ________?","Skull, Arm, Chest","Leg"
"Cancer can be treated by ?","Antibiotics & vaccines, Radiotherapy & antibiotics, Antibiotics & Chemotherapy","Chemotherapy & radiotherapy"
"Photography works by?","Capturing the souls of the objects being photographed, Both A & B, None of these","Capturing light reflected from the objects being photographed"
"A body can escape the gravitational pull of the earth if it is thrown up with a velocity of ________ miles/second ?","35, 25, 12","07"
"Communication satellites are in which orbit?","Geosynchronous, Semi synchronous, None of these","Geostationary"
"Development of calf muscles in ladies who wear high heel sandals is common example of ?","Natural selection, Use & disuse of organ, Inheritance of acquired character","Artificial selection"
"Which of the following is not a region of the spinal cord ?","Thoracic, Lumber, All are lying in spinal cord region","Pelvic"
"Female Ova are ___________?","Diploid, Triploid, None of these","Haploid"
"The unit to measure the quantity of Ozone in atmosphere is ?","Cloning, Dalton, Colomb","Dobson"
"In human the Y chromosome is passed to next generation from?","Mother to son, Father to daughter, Mother to daughter","Father to son"
"Anti Diuretic hormone (ADH) also known as Vasopressin, Arginine Vasopressin and agripressin. Is secreted by_________ ?","Pancreas, Thyroid, Parathyroid","Pituitary"
"Oil rises in a wick of oil lamp on account of a property of matter is called?","Angle of projection, Determines, Refraction of light","Capillary action"
"Enzymes are organic catalysts made up of ?","Carbohydrates, Nucleic Acid, Fats","Proteins"
"Another name for our voice box is _________?","Pharynx, Trachea, Mouth","Larynx"
"Fruit plant that flowers only once in lifetime?","Mango, Ground Nut, Peach","Banana"
"What makes a lemon sour?","Tartaric Acid, Acetic Acid, Hydrochloric Acid","Citric Acid"
"Which of the following is a non-conventional source of energy:","Coal, Algae, None of these","Biogas"
"The process by which kidney stones are crushed with shock waves is called?","Laparoscopy, Dementia, None of these","Lithotripsy"
"Vegetable crop with rectangular seed is?","Carrot, Turnip, Cucumber","Onion"
"The chief ingredient of the mosquito repellent cream is derived from?","Lemon, Rice bran, Tulsi","Neem tree"
"In the medical system of treatment to relieve pains, called Acupuncture?","Drugs are used, Herbs are used, Electric shocks are applied","Fine needles are pricked in the body"
"EEG is used for diagnosing ailments connected with?","Heart, Kidneys, Lungs","Brain"
"A healthy man consumes maximum calories while playing?","Cricket, Golf, Billiards","Football"
"Which of following contains cobalt?","Vitamin K, Chlorophyll, Haemoglobin","Vitamin B12"
"Sodium Carbonate is commonly called ________?","Plaster of Paris, Common Salt, None of these","Washing Soda"
"Dyne is a unit of _______?","Quantity, Pressure, Depth","Force"
"The most abundant element in human body is __________?","Hydrogen, Blood, Protein","Oxygen"
"“Plague” is a disease, spread by?","Cow, Cat, Dog","Rat"
"Kidney disease happens due to overdose of?","Vitamin A, Vitamin B, Proteins","Vitamin C"
"Atmospheric pressure at sea level is _______?","746 mm, 820 mm, None of these","760 mm"
"A colour blind person cannot distinguish between _________?","White & Yellow, Red & Black, Green & Black","Red & Green"
"Study of joints called:","Esthesiology, Splanchnology, Anthropology","Arthrology"
"The gas heater gives us heat by __________?","Radiation, Conduction, Environmental pressure","Convection"
