question,wrong_choices,correct_answer
"If a man walks at 6 kmph, he can reach his destination at 9:00 am. However, he walks a little slower and reaches only at 10:00 am. If the distance to his destination was 12 km, at what speed did he walk?","5 kmph, 4.5 kmph, 3 kmph","4 kmph"
"In a race, a car travelled at a speed of 150 kmph. If it had travelled at 180 kmph, it would have completed the race before 3 minutes. Find the length of the track.","50 km, 40 km, 30 km","45 km"
"Asghar traveled from his house to his office at 10 km/hr and returned at rate of 9 km/hr. Rohit travelled through the same path both ways at 12 km/hr and took 10 minutes less than Asghar. What is the distance between Asghar’s house and his office?","3000m, 7500m, 7000m","3750m"
"An aeroplane covers a certain distance at a speed of 240 kmph in 5 hours. To cover the same distance in 5/3 hours, it must travel at a speed of:_________?","660 km/hr, 680 km/hr, 700 km/hr","720 km/hr"
"A man covered a certain distance at some speeIf he had moved 3 kmph faster, he would have taken 40 minutes less. If he had moved 2 kmph slower, he would have taken 40 minutes more. What is the the distance in km?","36, 52, 41","40"
"A car gives a mileage of 20 km per liter of petrol when driven at a constant speed of 50 kmph but the mileage decreases by 10% when driven at a speed of 70 kmph. How many km can the car travel with 12 liters of petrol if it travels a speed of 70 kmph?","240 km, 228 km, 200 km","216 km"
"A car travels 50% faster than a bike. Both start at the same time from A to The car reaches 25 minutes earlier than the bike. If the distance from A to B is 100 km, find the speed of the bike.","120 km, 100 km, 75 km","80 km"
"Two trains 120 miles apart travel towards each other. The 1st train travels at 70 mph while the 2nd at 50 mph. A bird starts flying from the location of the faster train towards the other train at 85 mph and when it reaches the slower train it turns back and flies in the other direction at the same speeWhen it reaches the faster train it again turns around and repeats the same procedure again and again. When the train collide, how far will the bird have flown?","70 miles, 50 miles, 120 miles","85 miles"
"A man travels from A to B at a speed of 30 kmph and returns with a speed of 60 kmph. What is the average speed of the man?","47.5, 50, 45","40"
"A man rides his bicycle 10 km at an average speed of 12 km/hr and again travels 12 km at an average speed of 10 km/hr. What is his average speed for the entire trip approximately?","11.2 kmph, 10 kmph, 10.2 kmph","10.8 kmph"
"A car traveling with 5/7 of its actual speed covers 42 km in 1 hr 40 min 48 seWhat is the actual speed of the car?","30 km/hr, 25 km/hr, 40 km/hr","35 km/hr"
"Atif and Bilal, 110 km apart, start cycling towards each other. If Atif covers a distance of 6 km to Bilal’s 5 km, how far will Atif have travelled when they meet?","66 km, 55 km, 50 km","60 km"
"Danish his car at a speed of 120 kmph for the first 2 hours and then at a speed of 100 kmph for the next half an hour. Find the distance covered by him during the entire journey.","300 km, 250 km, 240 km","290 km"
"Barkat is travelling on his cycle and has calculated to reach point A at 2 P.M. if he travels at 10 kmph; he will reach there at 12 noon if he travels at 15 kmph. At what speed must he travel to reach A at 1 P.M. ?","8 kmph, 11 kmph, 14 kmph","12 kmph"
"A train when moves at an average speed of 40 kmph, reaches its destination on time. When its average speed becomes 35 kmph, then it reaches its destination 15 minutes late. Find the length of journey.","30 km, 40 km, 80 km","70 km"
"A boy goes to his school from his house at a speed of 3 km / hr and returns at a speed of 2 km / hr. If he takes 5 hours in going and coming, the distance between his house and school is :___________?","5 km, 5.5 km, 6.5 km","6 km"
"An express train travelled at an average speed of 100 km / hr, stopping for 3 minutes after every 75 km. How long did it take to reach its destination 600 km from the starting point ?","6 hrs 24 min, 6 hrs 27 min, 6 hrs 30 min","6 hrs 21 min"
"A walks around a circular field at the rate of one round per hour while B runs around it at the rate of six rounds per hour. They start in the same direction from the same point at 7.30 m. They shall first cross each other at :___________?","7.48, m., 8.10","7.42 m."
"A can complete a journey in 10 hours. He travels first half of the journey at the rate of 21 km / hr and second half at the rate of 24 km / hr. Find the total journey in km.","220 km, 230 km, 234 km","224 km"
"A car is running at a speed of 108 kmph. What distance will it cover in 15 seconds ?","45 metres, 55 metres, Cannot be determined","450 metres"
"A train covers a distance of 10 km in 12 minutes. If its speed is decreased by 5 km /hr, the time taken by it to cover the same distance will be :__________?","10 min, 11 min 20 sec, 13 min","13 min 20 sec"
"The radius of the cylinder is half its height and area of the inner part is 616 sq. cms. Approximately how many litres of milk can it contain ?","1.4, 1.7, 1.9","1.5"
"The capacity of a cylindrical tank is 246.4 litres. If the height is 4 metres, what is the diameter of the base ?","1.4 m, 2.8 m, 14 m","None of these"
"A boat having a length 3 m and breadth 2 m is floating on a lake The boat sinks by 1 cm when a man gets on it. The mass of man is :__________?","12 kg, 72 kg, 96 kg","60 kg"
"The areas of the three adjacent faces of a rectangular box which meet in a point are known. The product of these areas is equal to :___________?","the volume of the box, twice the volume of the box, the cube root of the volume of the box","the square of the volume of the box"
"The edges of a cuboid are in the ratio 1 : 2 : 3 and its sunface area is 88 cm. The volume of the cuboid is :_________?","24 cm, 64 cm, 120 cm","48 cm"
"What is the volume of a cube (in cubic cm) whose diagonal measures 4√3 cm ?","8, 16, 27","64"
"A cuboidal, block of 6 cm X 9 cm X 12 cm is cut up into an exact number of equal cubes. The least possible number of cubes will be_________?","6, 9, 30","24"
"P and Q can complete a work in 15 days and 10 days respectively. They started the work together and then Q left after 2 days. P alone completed the remaining work. The work was finished in__________days.","15, 22, 20","12"
"A and B can finish a work 30 days if they work together. They worked together for 20 days and then B left. A finished the remaining work in another 20 days. In how many days A alone can finish the work?","70, 50, 40","60"
"A is thrice as good as B in work. A is able to finish a job in 60 days less than They can finish the work in___________days if they work together.","18 days, 24 days, 26 days","22 ½ days"
"Two taps X and Y can fill a tank in 10 hrs. and 15 hrs.respectively. If the both taps are opened together, the tank will be full in_________?","3 hrs., 4 hrs,, 5 hrs.","6 hrs."
"A, B and C together earn Rs.150 per day while A and C together earn Rs.94 and B and C together earn Rs.76. The daily earning of C is:__________?","10 Rs,, 15 Rs,, 25 Rs.","20 Rs."
"If 3 men or 4 women can construct a wall in 43 days, then the number of days that 7 men and 5 women take to construct it is :","14 days, 16 days, 18 days","12 days"
"If 6 men can make 10 sofas in 2 days, then 8 men can make 8 sofas in__________?","1.8 days, 1.5 days, 1 day","1.2 days"
"If 10 workers can make 10 tables in 10 days, then how many days would it take for 5 workers to make 5 tables?","1, 5, 25","10"
"If 6 men take 9 days to complete a work, how many men can complete the work in 3 days?","2 men, 12 men, 9 men","18 men"
"Assume that 20 cows and 40 goats can be kept for 10 days for Rs.460. If the cost of keeping 5 goats is the same as the cost of keeping 1 cow, what will be the cost for keeping 50 cows and 30 goats for 12 days?","Rs.1000, Rs.934, Rs.1210","Rs.1104"
"P takes twice as much time as Q or thrice as much time as R to finish a piece of work. They can finish the work in 2 days if work together. How much time will Q take to do the work alone?","7, 8, 9 Let P takes x days to complete the work Then Q takes x/2 days and R takes x/3 days to finish the work Amount of work P does in 1 day = 1/x Amount of work Q does in 1 day = 2/x Amount of work R does in 1 day = 3/x Amount of work P,Q and R do in 1 day = 1/x + 2/x + 3/x = 1/x (1 + 2 + 3) = 6/x 6/x = 2 => x = 12 => Q takes 12/2 days = 6 days to complete the work","6"
"3 men and 7 women can complete a work in 10 days . But 4 men and 6 women need 8 days to complete the same work . In how many days will 10 women complete the same work?","50, 30, 13","40"
"P, Q and R can do a work in 20, 30 and 60 days respectively. How many days does it need to complete the work if P does the work and he is assisted by Q and R on every third day?","10 days, 14 days, 9 days","15 days"
"A tank can be filled by a pipe in 20 min. and by another pipe in 60 min. Both the pipes are kept open for 10 min. and then the first pipe is shut off. After this, the tank will be completely filled in__________?","10 min, 30 min, 40 min","20 min"
"A is thrice as good a work man as B and takes 10 days less to do a piece of work than B takes. B can do the work in:___________?","14 days, 16 days, 30 days","15 days"
"8 children and 12 men complete a certain piece of work in 9 days. If each child takes twice the time taken by a man to finish the work, in how many days will 12 men finish the same work ?","6 days, 8 days, 10 days","12 days"
"15 men can build a 500m long wall in 30 days. In how many days can 30 men build a 1.2 km long wall?","48 days, 24 days, 40 days","36 days"
"If 28 men can finish a work in 15 days, 21 men can finish the same work in___________?","24 days, 14 days, 15 days","20 days"
"C takes 6 days to complete half of a work and D takes 5 days to complete 1/3rd of the same work. They take turns to complete the task. If C works for the first 4 days, in how many days will D complete the rest of the work without the help of C?","12 days, 8 days, 9 days","10 days"
"P,Q and R together earn Rs.1620 in 9 days. P and R can earn Rs.600 in 5 days. Q and R in 7 days can earn Rs.910. How much amount does R can earn per day?","Rs.40, Rs.90, Rs.100","Rs.70"
"P and Q can complete a work in 20 days and 12 days respectively. P alone started the work and Q joined him after 4 days till the completion of the work. How long did the work last?","5 days, 15 days, 12 days","10 days"
"P can finish a work in 18 days. Q can finish the same work in 15 days. Q worked for 10 days and left the johow many days does P alone need to finish the remaining work?","8, 4, 2","6"
"P can lay railway track between two stations in 16 days. Q can do the same job in 12 days. With the help of R, they completes the job in 4 days. How much days does it take for R alone to complete the work?","9(1/5) days, 9(2/5) days, 10 days","9(3/5) days"
"wo pipes X and Y fill a tank in 15 hrs. and 20 hrs. respectively, while a third pipe ‘Z’ can empty the full tank in 25 hrs. All the three pipes are opened in the beginning. After 10 hrs. Z is closeIn how much time, will the tank be full ?","14 hrs, 16 hrs, 18 hrs","12 hrs"
"8 men can dig a pit in 20 days. If a man works half as much again as a boy, then 4 men and 9 boys can dig a similar pit in:__________?","12 days, 18 days, 20 days","16 days"
"Efficiency of Rashid and Danish are in the ratio 5:8. If Danish takes 51 days less than Rashid to complete the work, find the time taken by Rashid to complete the work.","85 days, 126 days, 118 days","136 days"
"If 12 men work 8 hours a day to complete a work in 10 days, how many men working 12 hours a day can complete the work in 5 days?","4, 12, 8","16"
